primeira_compra;ultima_compra;qtd_compras;gmv_total_real;tickets_total;origem_primeira;destino_primeira;freq_media_dias;span_dias;freq_media_dias_aproximada;ticket_medio;seg_recorrencia;seg_velocidade;seg_combinada;status_ativo;cliente_id;momentum;tendencia;volatilidade;momentum_categoria;tendencia_categoria;indice_gini;mes_preferido;concentracao_mes;padrao_sazonal;destinos_recorrentes;total_viagens_recorrentes;media_viagens_por_destino;max_viagens_destino;padrao_recorrencia
21/01/2023;24/05/2023;5;642,72;6;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;30,75;123;30.75;107,12;Sazonal;Rapido;Sazonal_Rapido;Ativo;535489;1.0;-5.900.000.000.000.000;10.848.386.976.873.500;EstÃ¡vel;Melhorando;0.7166666666666668;5;0.4;Altamente Sazonal;True;3;16.666.666.666.666.600;3;Moderadamente Recorrente
19/07/2017;21/07/2017;3;373,6;4;MARINGA;FLORIANOPOLIS;1;2;1.0;93,4;Sazonal;Rapido;Sazonal_Rapido;Inativo;535580;-2.0;19.999.999.999.999.900;1.0;EstÃ¡vel;EstÃ¡vel;0.9166666666666667;7;1.0;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
24/07/2022;20/12/2023;3;303,99;3;OUTROS MUNICIPIOS;FLORIANOPOLIS;257;514;257.0;101,33;Sazonal;Lento;Sazonal_Lento;Ativo;535644;-362.0;36.199.999.999.999.900;181.0;Desacelerando;Piorando;0.75;7;0.3333333333333333;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
13/05/2021;23/08/2023;3;396,96;3;JOAO PESSOA;EUNAPOLIS;416;832;416.0;132,32;Sazonal;Lento;Sazonal_Lento;Ativo;535660;574.0;-5.740.000.000.000.000;287.0;Acelerando;Melhorando;0.75;4;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
08/10/2019;24/12/2023;6;849,04;8;UBERLANDIA;PORTO ALEGRE;307,6;1538;307.6;106,13;Recorrente;Lento;Recorrente_Lento;Ativo;535695;87.0;-12.080.000.000.000.000;22.915.025.638.213.800;Acelerando;Melhorando;0.6388888888888891;10;0.3333333333333333;Altamente Sazonal;True;3;1.5;3;Moderadamente Recorrente
26/01/2021;10/08/2022;4;366,45;7;SAO PAULO;CURITIBA;187;561;187.0;52,35;Sazonal;Lento;Sazonal_Lento;Ativo;535736;-45.0;-23.399.999.999.999.900;23.195.258.136.093.200;Desacelerando;Melhorando;0.7916666666666667;6;0.5;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
09/08/2023;21/01/2024;7;480,96;9;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;27,5;165;27.5;53,44;Recorrente;Rapido;Recorrente_Rapido;Ativo;535742;79.0;10.571.428.571.428.500;26.107.150.999.933.500;Acelerando;EstÃ¡vel;0.7023809523809526;1;0.2857142857142857;Altamente Sazonal;True;7;7.0;7;Altamente Recorrente
18/12/2020;17/06/2021;3;415,8;3;SOROCABA;UBERABA;90,5;181;90.5;138,6;Sazonal;Medio;Sazonal_Medio;Inativo;535839;-139.0;13.899.999.999.999.900;69.5;Desacelerando;Piorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
08/08/2022;27/10/2023;3;39,36;3;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;222,5;445;222.5;13,12;Sazonal;Lento;Sazonal_Lento;Ativo;535891;445.0;-44.499.999.999.999.900;222.5;Acelerando;Melhorando;0.8611111111111112;10;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
23/12/2020;06/01/2023;5;861,2;5;RECIFE;CAMPINAS;186;744;186.0;172,24;Sazonal;Lento;Sazonal_Lento;Ativo;535902;-15.0;6.960.000.000.000.000;924.094.151.047.392;EstÃ¡vel;Piorando;0.7166666666666668;1;0.4;Altamente Sazonal;True;2;16.666.666.666.666.600;2;Pouco Recorrente
18/01/2021;16/03/2021;4;442,36;4;OUTROS MUNICIPIOS;PORTO SEGURO;19;57;19.0;110,59;Sazonal;Rapido;Sazonal_Rapido;Inativo;535925;-29.0;15.500.000.000.000.000;14.165.686.240.583.800;EstÃ¡vel;Piorando;0.7916666666666667;1;0.5;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
01/08/2023;29/11/2023;3;761,55;3;OUTROS MUNICIPIOS;RECIFE;60;120;60.0;253,85;Sazonal;Medio;Sazonal_Medio;Ativo;535939;-120.0;11.999.999.999.999.900;60.0;Desacelerando;Piorando;0.8611111111111112;8;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
14/02/2022;21/02/2022;3;210,72;3;TERESOPOLIS;UBERABA;3,5;7;3.5;70,24;Sazonal;Rapido;Sazonal_Rapido;Inativo;536004;-5.0;4.999.999.999.999.990;2.5;EstÃ¡vel;EstÃ¡vel;0.9166666666666667;2;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
10/09/2017;09/07/2020;6;1014,56;8;PAULO AFONSO;CURITIBA;206,6;1033;206.6;126,82;Recorrente;Lento;Recorrente_Lento;Inativo;536021;-85.0;-9.370.000.000.000.000;2.640.625.683.431.860;Desacelerando;Melhorando;0.75;9;0.5;Altamente Sazonal;True;3;1.5;3;Moderadamente Recorrente
02/07/2021;28/02/2022;3;616,72;4;SAO PAULO;OUTROS MUNICIPIOS;120,5;241;120.5;154,18;Sazonal;Medio;Sazonal_Medio;Inativo;536061;-113.0;11.299.999.999.999.900;56.5;Desacelerando;Piorando;0.75;2;0.3333333333333333;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
07/04/2022;12/07/2022;3;772,25;5;BELO HORIZONTE;SALVADOR;48;96;48.0;154,45;Sazonal;Medio;Sazonal_Medio;Ativo;536094;12.0;-12.000.000.000.000.000;6.0;EstÃ¡vel;Melhorando;0.75;4;0.3333333333333333;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
02/11/2023;17/12/2023;4;636,24;8;RIO DE JANEIRO;OUTROS MUNICIPIOS;15;45;15.0;79,53;Sazonal;Rapido;Sazonal_Rapido;Ativo;536104;31.0;0.4999999999999994;14.854.853.303.438.100;Acelerando;EstÃ¡vel;0.8333333333333335;11;0.5;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
17/12/2021;10/03/2024;3;386,4;4;OUTROS MUNICIPIOS;PORTO ALEGRE;407;814;407.0;96,6;Sazonal;Lento;Sazonal_Lento;Ativo;536170;438.0;-438.0;219.0;Acelerando;Melhorando;0.75;3;0.3333333333333333;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
24/10/2019;25/01/2020;3;840;8;LONDRINA;LIMEIRA;46,5;93;46.5;105;Sazonal;Medio;Sazonal_Medio;Inativo;536261;-93.0;9.299.999.999.999.990;46.5;Desacelerando;Piorando;0.8611111111111112;10;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
29/12/2023;02/01/2024;3;133,38;3;FOZ DO IGUACU;PORTO ALEGRE;2;4;2.0;44,46;Sazonal;Rapido;Sazonal_Rapido;Ativo;536292;2.0;-2.0;1.0;EstÃ¡vel;EstÃ¡vel;0.8611111111111112;1;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
22/11/2021;06/01/2022;3;843,9;5;OUTROS MUNICIPIOS;ILHA GRANDE;22,5;45;22.5;168,78;Sazonal;Rapido;Sazonal_Rapido;Inativo;536392;-13.0;12.999.999.999.999.900;6.5;EstÃ¡vel;Piorando;0.75;1;0.3333333333333333;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
21/05/2022;10/06/2023;3;143,68;4;SAO PAULO;OUTROS MUNICIPIOS;192,5;385;192.5;35,92;Sazonal;Lento;Sazonal_Lento;Ativo;536616;95.0;-9.500.000.000.000.000;47.5;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
13/01/2020;15/01/2020;3;417,75;3;CARUARU;CUIABA;1;2;1.0;139,25;Sazonal;Rapido;Sazonal_Rapido;Inativo;536620;2.0;-2.0;1.0;EstÃ¡vel;EstÃ¡vel;0.9166666666666667;1;1.0;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
18/07/2018;07/08/2018;3;2244;10;OUTROS MUNICIPIOS;SALVADOR;10;20;10.0;224,4;Sazonal;Rapido;Sazonal_Rapido;Inativo;536813;-6.0;5.999.999.999.999.990;3.0;EstÃ¡vel;Piorando;0.8611111111111112;7;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
01/02/2016;24/12/2017;5;448,25;5;PAULO AFONSO;SAO PAULO;173;692;173.0;89,65;Sazonal;Medio;Sazonal_Medio;Inativo;536818;-618.0;196.2;27.624.174.195.801.700;Desacelerando;Piorando;0.8166666666666667;2;0.6;Altamente Sazonal;True;4;2.5;4;Moderadamente Recorrente
06/04/2023;13/02/2024;6;1532,76;6;OUTROS MUNICIPIOS;CURITIBA;62,6;313;62.6;255,46;Recorrente;Medio;Recorrente_Medio;Ativo;536976;94.0;15.999.999.999.999.900;4.954.836.021.504.640;Acelerando;Piorando;0.7222222222222223;4;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
01/06/2021;17/11/2022;5;439,55;5;SAO PAULO;OUTROS MUNICIPIOS;133,5;534;133.5;87,91;Sazonal;Medio;Sazonal_Medio;Ativo;536979;-78.0;-6.760.000.000.000.000;12.194.773.470.630.700;Desacelerando;Melhorando;0.7166666666666668;6;0.4;Altamente Sazonal;True;3;2.5;3;Moderadamente Recorrente
02/10/2016;28/02/2023;9;305,82;9;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;292,5;2340;292.5;33,98;Recorrente;Lento;Recorrente_Lento;Ativo;537173;-78.0;-6.680.952.380.952.370;6.567.798.337.342.580;Desacelerando;Melhorando;0.6203703703703705;11;0.3333333333333333;Altamente Sazonal;True;5;4.5;5;Altamente Recorrente
30/10/2015;22/01/2016;3;144,69;3;SAO PAULO;BELEM;42;84;42.0;48,23;Sazonal;Medio;Sazonal_Medio;Inativo;537245;14.0;-14.000.000.000.000.000;7.0;EstÃ¡vel;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
19/12/2018;14/11/2020;4;686,2;4;FLORIANOPOLIS;OUTROS MUNICIPIOS;232;696;232.0;171,55;Sazonal;Lento;Sazonal_Lento;Inativo;537287;645.0;-1,17E+02;30.405.591.591.021.500;Acelerando;EstÃ¡vel;0.6666666666666667;1;0.25;Altamente Sazonal;True;2;2.0;2;Pouco Recorrente
12/06/2023;19/08/2023;3;580,24;4;GOVERNADOR VALADARES;RIO DE JANEIRO;34;68;34.0;145,06;Sazonal;Rapido;Sazonal_Rapido;Ativo;537301;-48.0;47.999.999.999.999.900;24.0;Desacelerando;Piorando;0.8611111111111112;6;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
23/08/2023;13/09/2023;4;1171,32;6;SAO CARLOS;FLORIANOPOLIS;7;21;7.0;195,22;Sazonal;Rapido;Sazonal_Rapido;Ativo;537320;9.0;-6.0;50.990.195.135.927.800;EstÃ¡vel;Melhorando;0.875;9;0.75;Altamente Sazonal;True;2;2.0;2;Pouco Recorrente
08/08/2020;21/04/2022;3;396,51;3;PORTO SEGURO;NATAL;310,5;621;310.5;132,17;Sazonal;Lento;Sazonal_Lento;Ativo;537350;437.0;-437.0;218.5;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
28/12/2021;27/02/2022;3;152,13;3;MARILIA;SAO PAULO;30,5;61;30.5;50,71;Sazonal;Rapido;Sazonal_Rapido;Inativo;537381;-59.0;58.999.999.999.999.900;29.5;Desacelerando;Piorando;0.8611111111111112;12;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
02/10/2022;12/11/2023;9;185,15;10;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;50,75;406;50.75;18.515;Recorrente;Medio;Recorrente_Medio;Ativo;537405;-159.0;13.238.095.238.095.200;63.060.982.390.064.300;Desacelerando;Piorando;0.675925925925926;12;0.3333333333333333;Altamente Sazonal;True;9;9.0;9;Altamente Recorrente
22/08/2018;26/02/2020;3;170,24;4;CURITIBA;VITORIA;276,5;553;276.5;42,56;Sazonal;Lento;Sazonal_Lento;Inativo;537427;539.0;-5.389.999.999.999.990;269.5;Acelerando;Melhorando;0.8611111111111112;2;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
07/01/2017;22/02/2017;3;431,49;3;SAO PAULO;BELO HORIZONTE;23;46;23.0;143,83;Sazonal;Rapido;Sazonal_Rapido;Inativo;537632;46.0;-46.0;23.0;Acelerando;Melhorando;0.8611111111111112;2;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
29/09/2015;11/11/2015;5;153,5;5;SAO PAULO;CABO FRIO;10,75;43;10.75;30,7;Sazonal;Rapido;Sazonal_Rapido;Inativo;537681;-14.0;38.999.999.999.999.900;5.931.905.258.852.330;EstÃ¡vel;EstÃ¡vel;0.8166666666666667;10;0.6;Altamente Sazonal;True;5;5.0;5;Altamente Recorrente
14/10/2020;14/06/2021;3;263,58;3;ARACAJU;AMERICANA;121,5;243;121.5;87,86;Sazonal;Medio;Sazonal_Medio;Inativo;537723;231.0;-231.0;115.5;Acelerando;Melhorando;0.8611111111111112;6;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
03/06/2019;16/09/2020;4;1088,01;9;SALVADOR;GUARUJA;157;471;157.0;120,89;Sazonal;Medio;Sazonal_Medio;Inativo;537822;-57.0;-14.850.000.000.000.000;15.519.664.944.836.900;Desacelerando;Melhorando;0.7916666666666667;6;0.5;Altamente Sazonal;True;2;2.0;2;Pouco Recorrente
27/01/2023;01/01/2024;5;423,25;5;OUTROS MUNICIPIOS;CURITIBA;84,75;339;84.75;84,65;Sazonal;Medio;Sazonal_Medio;Ativo;537857;129.0;-46.500.000.000.000.000;8.118.612.874.130.650;Acelerando;Melhorando;0.7833333333333334;1;0.4;Altamente Sazonal;True;3;16.666.666.666.666.600;3;Moderadamente Recorrente
25/10/2018;12/04/2021;3;188,19;3;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;450;900;450.0;62,73;Sazonal;Lento;Sazonal_Lento;Inativo;537864;-850.0;8.499.999.999.999.990;425.0;Desacelerando;Piorando;0.75;4;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
13/11/2019;04/08/2022;3;775,25;5;SAO PAULO;OUTROS MUNICIPIOS;497,5;995;497.5;155,05;Sazonal;Lento;Sazonal_Lento;Ativo;537994;785.0;-7.849.999.999.999.990;392.5;Acelerando;Melhorando;0.75;4;0.3333333333333333;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
19/07/2022;16/12/2023;5;420,12;6;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;128,75;515;128.75;70,02;Sazonal;Medio;Sazonal_Medio;Ativo;538093;-3.0;-8.190.000.000.000.000;14.049.443.939.174.200;EstÃ¡vel;Melhorando;0.8833333333333333;12;0.8;Altamente Sazonal;True;2;16.666.666.666.666.600;2;Pouco Recorrente
18/10/2017;09/12/2017;3;424,89;3;CUIABA;SAO LUIS;26;52;26.0;141,63;Sazonal;Rapido;Sazonal_Rapido;Inativo;538196;52.0;-5.199.999.999.999.990;26.0;Acelerando;Melhorando;0.8611111111111112;12;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
20/04/2021;01/07/2021;3;177,18;3;OUTROS MUNICIPIOS;BRASILIA;36;72;36.0;59,06;Sazonal;Rapido;Sazonal_Rapido;Inativo;538334;-52.0;51.999.999.999.999.900;26.0;Desacelerando;Piorando;0.8611111111111112;4;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
10/11/2020;12/03/2023;3;327,08;4;BELO HORIZONTE;SAO PAULO;426;852;426.0;81,77;Sazonal;Lento;Sazonal_Lento;Ativo;538336;852.0;-8.519.999.999.999.990;426.0;Acelerando;Melhorando;0.8611111111111112;3;0.6666666666666666;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
20/12/2022;25/02/2024;4;185,92;4;MANAUS;FLORIANOPOLIS;144;432;144.0;46,48;Sazonal;Medio;Sazonal_Medio;Ativo;538344;383.0;6.999.999.999.999.990;18.393.658.327.441.700;Acelerando;Piorando;0.8333333333333335;2;0.5;Altamente Sazonal;True;2;2.0;2;Pouco Recorrente
28/04/2014;29/09/2014;3;925,54;7;CAMPO GRANDE;MARINGA;77;154;77.0;132,22;Sazonal;Medio;Sazonal_Medio;Inativo;538405;-26.0;25.999.999.999.999.900;13.0;EstÃ¡vel;Piorando;0.75;4;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
22/02/2021;28/02/2021;3;293,64;3;FORTALEZA;SETE LAGOAS;3;6;3.0;97,88;Sazonal;Rapido;Sazonal_Rapido;Inativo;538436;-6.0;5.999.999.999.999.990;3.0;EstÃ¡vel;Piorando;0.9166666666666667;2;1.0;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
31/08/2018;09/06/2020;3;201,63;3;FLORIANOPOLIS;OUTROS MUNICIPIOS;324;648;324.0;67,21;Sazonal;Lento;Sazonal_Lento;Inativo;538625;648.0;-648.0;324.0;Acelerando;Melhorando;0.8611111111111112;6;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
11/10/2023;20/12/2023;3;351,28;4;SOROCABA;OUTROS MUNICIPIOS;35;70;35.0;87,82;Sazonal;Rapido;Sazonal_Rapido;Ativo;538688;-30.0;2.999.999.999.999.990;15.0;EstÃ¡vel;Piorando;0.8611111111111112;10;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
24/07/2018;28/02/2022;5;506,4;5;FLORIANOPOLIS;OUTROS MUNICIPIOS;328,75;1315;328.75;101,28;Sazonal;Lento;Sazonal_Lento;Inativo;538743;-854.0;303.1;41.519.295.213.189.700;Desacelerando;Piorando;0.7166666666666668;10;0.4;Altamente Sazonal;True;4;2.5;4;Moderadamente Recorrente
03/06/2022;27/07/2022;4;213,44;4;SAO PAULO;OUTROS MUNICIPIOS;18;54;18.0;53,36;Sazonal;Rapido;Sazonal_Rapido;Ativo;538776;53.0;-0.4999999999999984;24.752.104.287.649.200;Acelerando;EstÃ¡vel;0.8333333333333335;6;0.5;Altamente Sazonal;True;2;13.333.333.333.333.300;2;Pouco Recorrente
28/05/2019;31/05/2019;3;289,8;4;BRASILIA;OUTROS MUNICIPIOS;1,5;3;1.5;72,45;Sazonal;Rapido;Sazonal_Rapido;Inativo;538796;3.0;-3.0;1.5;EstÃ¡vel;EstÃ¡vel;0.9166666666666667;5;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
07/03/2023;05/07/2023;3;609,84;3;CUIABA;SAO LUIS;60;120;60.0;203,28;Sazonal;Medio;Sazonal_Medio;Ativo;538806;-58.0;5.799.999.999.999.990;29.0;Desacelerando;Piorando;0.75;3;0.3333333333333333;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
24/06/2022;18/04/2023;3;797,95;5;RIO DE JANEIRO;OUTROS MUNICIPIOS;149;298;149.0;159,59;Sazonal;Medio;Sazonal_Medio;Ativo;538815;290.0;-28.999.999.999.999.900;145.0;Acelerando;Melhorando;0.8611111111111112;4;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
04/01/2019;02/01/2023;5;476;8;RIBEIRAO PRETO;RIO DE JANEIRO;364,75;1459;364.75;59,5;Sazonal;Lento;Sazonal_Lento;Ativo;538829;-452.0;7.929.999.999.999.990;23.455.103.389.241.300;Desacelerando;Piorando;0.7166666666666668;1;0.4;Altamente Sazonal;True;3;16.666.666.666.666.600;3;Moderadamente Recorrente
27/10/2023;08/01/2024;3;913,75;5;OUTROS MUNICIPIOS;GUARUJA;36,5;73;36.5;182,75;Sazonal;Rapido;Sazonal_Rapido;Ativo;538900;53.0;-53.0;26.5;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
09/08/2021;27/08/2023;3;524,84;4;LONDRINA;RIO DE JANEIRO;374;748;374.0;131,21;Sazonal;Lento;Sazonal_Lento;Ativo;538913;748.0;-7.479.999.999.999.990;374.0;Acelerando;Melhorando;0.9166666666666667;8;1.0;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
02/06/2016;18/06/2016;3;577,04;4;VITORIA DA CONQUISTA;MONTES CLAROS;8;16;8.0;144,26;Sazonal;Rapido;Sazonal_Rapido;Inativo;538919;12.0;-11.999.999.999.999.900;6.0;EstÃ¡vel;Melhorando;0.9166666666666667;6;1.0;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
30/03/2020;30/04/2020;3;1864,36;4;CUIABA;BELO HORIZONTE;15,5;31;15.5;466,09;Sazonal;Rapido;Sazonal_Rapido;Inativo;538973;-31.0;30.999.999.999.999.900;15.5;Desacelerando;Piorando;0.8611111111111112;3;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
11/04/2019;15/03/2020;3;387;5;RIO DE JANEIRO;LONDRINA;169,5;339;169.5;77,4;Sazonal;Medio;Sazonal_Medio;Inativo;539201;-331.0;33.099.999.999.999.900;165.5;Desacelerando;Piorando;0.8611111111111112;4;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
20/09/2019;01/11/2023;7;1277,22;7;OUTROS MUNICIPIOS;OUTROS MUNICIPIOS;250,5;1503;250.5;182,46;Recorrente;Lento;Recorrente_Lento;Ativo;539212;-186.0;-10.574.285.714.285.700;2.528.159.739.151.510;Desacelerando;Melhorando;0.7023809523809526;4;0.2857142857142857;Altamente Sazonal;True;4;23.333.333.333.333.300;4;Moderadamente Recorrente
09/04/2017;18/10/2021;6;912,15;9;RIO DE JANEIRO;OUTROS MUNICIPIOS;330,6;1653;330.6;101,35;Recorrente;Lento;Recorrente_Lento;Inativo;539258;-602.0;41.199.999.999.999.900;29.271.870.456.122.200;Desacelerando;Piorando;0.7222222222222223;10;0.3333333333333333;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
27/02/2021;17/08/2021;3;606,3;6;BELO HORIZONTE;MACAE;85,5;171;85.5;101,05;Sazonal;Medio;Sazonal_Medio;Inativo;539310;-171.0;17.099.999.999.999.900;85.5;Desacelerando;Piorando;0.8611111111111112;2;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
20/04/2022;29/12/2023;9;1850,08;16;PRESIDENTE PRUDENTE;PORTO SEGURO;77,25;618;77.25;115,63;Recorrente;Medio;Recorrente_Medio;Ativo;539446;-100.0;174.047.619.047.619;624.314.624.208.019;Desacelerando;Piorando;0.5277777777777779;4;0.3333333333333333;Moderadamente Sazonal;True;5;3.0;5;Altamente Recorrente
25/05/2022;09/07/2022;4;2538,12;12;BELO HORIZONTE;SAO PAULO;15;45;15.0;211,51;Sazonal;Rapido;Sazonal_Rapido;Ativo;539631;26.0;25.000.000.000.000.000;13.589.211.407.093.000;EstÃ¡vel;EstÃ¡vel;0.8333333333333335;5;0.5;Altamente Sazonal;False;0;1.0;1;NÃ£o Recorrente
22/05/2021;12/10/2021;6;142,38;6;CURITIBA;LAURO DE FREITAS;28,6;143;28.6;23,73;Recorrente;Rapido;Recorrente_Rapido;Inativo;539657;119.0;8.8;45.924.285.514.311.400;Acelerando;Piorando;0.8055555555555556;6;0.5;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
13/08/2014;01/04/2016;3;630;4;SANTOS;SANTOS;298,5;597;298.5;157,5;Sazonal;Lento;Sazonal_Lento;Inativo;539687;597.0;-5.969.999.999.999.990;298.5;Acelerando;Melhorando;0.8611111111111112;4;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
03/02/2021;22/12/2021;3;405,4;4;RIO DE JANEIRO;OUTROS MUNICIPIOS;161;322;161.0;101,35;Sazonal;Medio;Sazonal_Medio;Inativo;539828;254.0;-25.399.999.999.999.900;127.0;Acelerando;Melhorando;0.75;2;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
12/01/2023;26/05/2023;3;442,68;4;MACAE;BELO HORIZONTE;67;134;67.0;110,67;Sazonal;Medio;Sazonal_Medio;Ativo;539860;80.0;-7.999.999.999.999.990;40.0;Acelerando;Melhorando;0.75;1;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
30/01/2024;12/03/2024;5;136,15;5;OUTROS MUNICIPIOS;CURITIBA;10,5;42;10.5;27,23;Sazonal;Rapido;Sazonal_Rapido;Ativo;539949;-9.0;-36.000.000.000.000.000;8.616.843.969.807.040;EstÃ¡vel;EstÃ¡vel;0.8166666666666667;2;0.6;Altamente Sazonal;True;3;2.5;3;Moderadamente Recorrente
26/11/2020;10/10/2022;3;218,1;3;OUTROS MUNICIPIOS;MANAUS;341,5;683;341.5;72,7;Sazonal;Lento;Sazonal_Lento;Ativo;539961;-643.0;6.429.999.999.999.990;321.5;Desacelerando;Piorando;0.75;10;0.3333333333333333;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
24/08/2023;15/12/2023;3;911,7;5;SALVADOR;OUTROS MUNICIPIOS;56,5;113;56.5;182,34;Sazonal;Medio;Sazonal_Medio;Ativo;540028;91.0;-9.100.000.000.000.000;45.5;Acelerando;Melhorando;0.8611111111111112;12;0.6666666666666666;Altamente Sazonal;True;3;3.0;3;Moderadamente Recorrente
02/10/2023;21/03/2024;5;399,2;5;OUTROS MUNICIPIOS;ARACAJU;42,75;171;42.75;79,84;Sazonal;Medio;Sazonal_Medio;Ativo;540124;-77.0;33.900.000.000.000.000;414.570.560.942.284;Desacelerando;Piorando;0.8166666666666667;10;0.6;Altamente Sazonal;True;4;2.5;4;Moderadamente Recorrente
01/07/2018;13/01/2020;3;1086,65;5;OUTROS MUNICIPIOS;FLORIANOPOLIS;280,5;561;280.5;217,33;Sazonal;Lento;Sazonal_Lento;Inativo;540129;-137.0;13.699.999.999.999.900;68.5;Desacelerando;Piorando;0.8611111111111112;1;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
13/04/2022;27/05/2022;3;332,85;3;PRAIA GRANDE;RIO DE JANEIRO;22;44;22.0;110,95;Sazonal;Rapido;Sazonal_Rapido;Ativo;540201;36.0;-36.0;18.0;Acelerando;Melhorando;0.8611111111111112;5;0.6666666666666666;Altamente Sazonal;True;2;1.5;2;Pouco Recorrente
24/11/2021;03/04/2022;5;359,15;5;UBERLANDIA;SAO GONCALO;32,5;130;32.5;71,83;Sazonal;Rapido;Sazonal_Rapido;Ativo;540288;41.0;8.399.999.999.999.990;22.677.080.940.897.100;Acelerando;Piorando;0.7166666666666668;12;0.4;Altamente Sazonal;True;3;16.666.666.666.666.600;3;Moderadamente Recorrente
11/09/2019;19/07/2023;6;621,24;6;OUTROS MUNICIPIOS;VITORIA DA CONQUISTA;281,4;1407;281.4;103,54;Recorrente;Lento;Recorrente_Lento;Ativo;540345;551.0;1.039.999.999.999.990;23.377.989.648.385.000;Acelerando;Piorando;0.75;7;0.3333333333333333;Altamente Sazonal;True;3;2.0;3;Moderadamente Recorrente
